"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g12437.t1",9.48979540635847,4.24691830530594,1.64278346006019,2.58519665467677,0.00973234700202818,0.0396274225788159
"g12443.t1",7314.964207341,2.40562347829335,0.336843909747664,7.14165644287719,9.22128435430643e-13,2.91639171472967e-11
"g12474.t1",1696.84890799203,1.24505978440606,0.252494068740983,4.93104567015902,8.17906074149254e-07,1.00394654766385e-05
"g12475.t1",26.8670349235734,5.79257535165548,1.48796698178225,3.89294616249971,9.90341363373008e-05,0.000748126137041726
"g12477.t1",328.047809485944,4.36183705219283,0.611611521570008,7.13171171301022,9.91283302957412e-13,3.12639739493846e-11
"g12509.t1",110.2349478135,1.18108463746168,0.394244494887755,2.99581770393002,0.0027371000946191,0.013579652381169
"g12516.t1",3624.37591513304,1.87635051032095,0.191763721055324,9.78470015076325,1.3098294613133e-22,1.11818072960536e-20
"g12528.t3",791.423624804213,2.96573661113025,0.408435475378219,7.26121208835723,3.83636860063226e-13,1.26991630004603e-11
"g12531.t1",1415.43844324193,1.06858082731414,0.185775615212049,5.75199724729446,8.81952359575979e-09,1.55010636077797e-07
"g12542.t1",859.691495250159,1.80442179572779,0.37540747996823,4.80656857418104,1.53542833240175e-06,1.75473108063306e-05
"g12593.t1",1191.25095360431,2.62737888447912,0.354403773690246,7.41351836387467,1.2299200293721e-13,4.39827150031205e-12
"g12604.t1",17712.9694434574,1.9030029512683,0.28643771623916,6.64368846482281,3.0592885703257e-11,7.84089445315531e-10
"g12620.t1",132.45616156924,8.12153942024304,3.02708377008405,2.68295826514822,0.00729740964113711,0.0312777610666179
"g12629.t1",22.575048625507,3.08560257241469,1.03627796699051,2.97758195262578,0.00290531960884135,0.0142559963901776
"g12640.t1",7067.89838138125,1.45408579987536,0.24085553000889,6.03717008208899,1.56840388366549e-09,3.12141239178581e-08
"g12651.t1",36.5270157767957,3.3214413307799,0.850210360985649,3.90661121434624,9.3599572995685e-05,0.000714440034818828
"g12697.t1",393.999280305583,1.00622440888488,0.3039485188567,3.31050933450764,0.000931263460809896,0.00537821227570476
"g12740.t1",1129.99772904187,4.33956023821855,0.396226620910515,10.9522177693321,6.48403185364499e-28,7.87376445628719e-26
"g12742.t1",5938.5010265314,1.19584263885132,0.214797553900679,5.56730101034702,2.58715257473979e-08,4.18738850086894e-07
"g12760.t1",2824.90790513756,1.56634694590976,0.220152151495551,7.11483823923207,1.12044167799089e-12,3.5093778791472e-11
"g12769.t1",794.440234027137,1.07717762514725,0.230353622952138,4.67619137629566,2.92251886744929e-06,3.16322966835265e-05
"g12804.t1",1829.31039656503,1.13102097342633,0.190527662210345,5.93625597619343,2.91604403638611e-09,5.58326542818345e-08
"g12813.t1",448.795792724751,1.94750973424609,0.262496314689056,7.41918886195808,1.17839778163397e-13,4.2340279786937e-12
"g12838.t1",152.491734526488,1.64974854965319,0.369294488905409,4.46729804861982,7.92137314602361e-06,7.86182436188393e-05
"g12847.t1",689.84980090669,2.25507818942799,0.277030570918405,8.14017811085616,3.94696830003283e-16,1.9151229948108e-14
"g12856.t1",1049.44687231157,1.48555504997244,0.312707224450118,4.75062593320229,2.02787956505436e-06,2.26619533283732e-05
"g12857.t1",405.265849629371,1.32704191463476,0.359384078966029,3.69254508561631,0.000222020964521178,0.00153195140150317
"g12881.t1",175.028952973094,4.19871264275056,0.545498938998708,7.69701339925154,1.39283296534483e-14,5.62783825214418e-13
"g12892.t1",12809.8894119735,1.09225609220729,0.193933806033133,5.63210775134627,1.78020396232988e-08,2.97460423668778e-07
"g12899.t1",94.1190544114527,1.74707711643542,0.473904155627753,3.68656213643278,0.000227303960910062,0.00156128806544032
